# Master Ledger - Central Audit Trail
# All system events, method calls, and state changes are logged here for complete auditability

# Format: [TIMESTAMP] EVENT_TYPE: description | Source: source_info
# Example: [2026-02-11 10:30:15] MethodCall: feed on fuzzpet | Caller: user_input
# Example: [2026-02-11 10:30:16] StateChange: fuzzpet hunger 30 | Trigger: feed_method
# Example: [2026-02-11 10:30:17] EventFire: fed on fuzzpet | Trigger: hunger_change
[2026-02-12 00:39:42] StateChange: fuzzpet energy 99 | Trigger: piece_manager_set_state
[2026-02-12 03:00:25] EventFire: played on fuzzpet | Trigger: play_action
[2026-02-12 03:00:25] InputReceived: key_code=49 | Source: keyboard_input_service
[2026-02-12 03:00:25] StateChange: fuzzpet hunger 0 | Trigger: piece_manager_set_state
[2026-02-12 03:00:25] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-12 03:00:25] EventFire: fed on fuzzpet | Trigger: feed_action
[2026-02-12 03:00:26] InputReceived: key_code=50 | Source: keyboard_input_service
[2026-02-12 03:00:26] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-12 03:00:27] StateChange: fuzzpet energy 0 | Trigger: piece_manager_set_state
[2026-02-12 03:00:27] EventFire: played on fuzzpet | Trigger: play_action
[2026-02-12 03:00:27] InputReceived: key_code=100 | Source: keyboard_input_service
[2026-02-12 03:00:27] StateChange: fuzzpet pos_x 5 | Trigger: piece_manager_set_state
[2026-02-12 03:00:27] StateChange: fuzzpet pos_y 1 | Trigger: piece_manager_set_state
[2026-02-12 03:00:27] StateChange: fuzzpet hunger 1 | Trigger: piece_manager_set_state
[2026-02-12 03:00:28] InputReceived: key_code=100 | Source: keyboard_input_service
[2026-02-12 03:00:28] StateChange: fuzzpet pos_x 6 | Trigger: piece_manager_set_state
[2026-02-12 03:00:28] StateChange: fuzzpet pos_y 1 | Trigger: piece_manager_set_state
[2026-02-12 03:00:28] StateChange: fuzzpet hunger 2 | Trigger: piece_manager_set_state
[2026-02-12 03:00:28] InputReceived: key_code=115 | Source: keyboard_input_service
[2026-02-12 03:00:28] StateChange: fuzzpet pos_x 6 | Trigger: piece_manager_set_state
[2026-02-12 03:00:28] StateChange: fuzzpet pos_y 2 | Trigger: piece_manager_set_state
[2026-02-12 03:00:28] StateChange: fuzzpet hunger 3 | Trigger: piece_manager_set_state
[2026-02-12 03:00:29] InputReceived: key_code=115 | Source: keyboard_input_service
[2026-02-12 03:00:29] StateChange: fuzzpet pos_x 6 | Trigger: piece_manager_set_state
[2026-02-12 03:00:29] StateChange: fuzzpet pos_y 3 | Trigger: piece_manager_set_state
[2026-02-12 03:00:29] StateChange: fuzzpet hunger 4 | Trigger: piece_manager_set_state
[2026-02-12 03:00:30] InputReceived: key_code=119 | Source: keyboard_input_service
[2026-02-12 03:00:30] StateChange: fuzzpet pos_x 6 | Trigger: piece_manager_set_state
[2026-02-12 03:00:30] StateChange: fuzzpet pos_y 2 | Trigger: piece_manager_set_state
[2026-02-12 03:00:30] StateChange: fuzzpet hunger 5 | Trigger: piece_manager_set_state
[2026-02-12 03:00:31] InputReceived: key_code=100 | Source: keyboard_input_service
[2026-02-12 03:00:31] StateChange: fuzzpet pos_x 7 | Trigger: piece_manager_set_state
[2026-02-12 03:00:31] StateChange: fuzzpet pos_y 2 | Trigger: piece_manager_set_state
[2026-02-12 03:00:31] StateChange: fuzzpet hunger 6 | Trigger: piece_manager_set_state
[2026-02-12 03:00:32] InputReceived: key_code=100 | Source: keyboard_input_service
[2026-02-12 03:00:32] StateChange: fuzzpet pos_x 8 | Trigger: piece_manager_set_state
[2026-02-12 03:00:32] StateChange: fuzzpet pos_y 2 | Trigger: piece_manager_set_state
[2026-02-12 03:00:32] StateChange: fuzzpet hunger 7 | Trigger: piece_manager_set_state
[2026-02-12 03:00:32] InputReceived: key_code=100 | Source: keyboard_input_service
[2026-02-12 03:00:32] StateChange: fuzzpet pos_x 9 | Trigger: piece_manager_set_state
[2026-02-12 03:00:32] StateChange: fuzzpet pos_y 2 | Trigger: piece_manager_set_state
[2026-02-12 03:00:32] StateChange: fuzzpet hunger 8 | Trigger: piece_manager_set_state
