# Master Ledger - Central Audit Trail
# All system events, method calls, and state changes are logged here for complete auditability

# Format: [TIMESTAMP] EVENT_TYPE: description | Source: source_info
# Example: [2026-02-11 10:30:15] MethodCall: feed on fuzzpet | Caller: user_input
# Example: [2026-02-11 10:30:16] StateChange: fuzzpet hunger 30 | Trigger: feed_method
# Example: [2026-02-11 10:30:17] EventFire: fed on fuzzpet | Trigger: hunger_change
[2026-02-12 00:39:42] StateChange: fuzzpet energy 99 | Trigger: piece_manager_set_state
[2026-02-12 03:00:25] EventFire: played on fuzzpet | Trigger: play_action
[2026-02-12 03:00:25] InputReceived: key_code=49 | Source: keyboard_input_service
[2026-02-12 03:00:25] StateChange: fuzzpet hunger 0 | Trigger: piece_manager_set_state
[2026-02-12 03:00:25] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-12 03:00:25] EventFire: fed on fuzzpet | Trigger: feed_action
[2026-02-12 03:00:26] InputReceived: key_code=50 | Source: keyboard_input_service
[2026-02-12 03:00:26] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-12 03:00:27] StateChange: fuzzpet energy 0 | Trigger: piece_manager_set_state
[2026-02-12 03:00:27] EventFire: played on fuzzpet | Trigger: play_action
[2026-02-12 03:00:27] InputReceived: key_code=100 | Source: keyboard_input_service
[2026-02-12 03:00:27] StateChange: fuzzpet pos_x 5 | Trigger: piece_manager_set_state
[2026-02-12 03:00:27] StateChange: fuzzpet pos_y 1 | Trigger: piece_manager_set_state
[2026-02-12 03:00:27] StateChange: fuzzpet hunger 1 | Trigger: piece_manager_set_state
[2026-02-12 03:00:28] InputReceived: key_code=100 | Source: keyboard_input_service
[2026-02-12 03:00:28] StateChange: fuzzpet pos_x 6 | Trigger: piece_manager_set_state
[2026-02-12 03:00:28] StateChange: fuzzpet pos_y 1 | Trigger: piece_manager_set_state
[2026-02-12 03:00:28] StateChange: fuzzpet hunger 2 | Trigger: piece_manager_set_state
[2026-02-12 03:00:28] InputReceived: key_code=115 | Source: keyboard_input_service
[2026-02-12 03:00:28] StateChange: fuzzpet pos_x 6 | Trigger: piece_manager_set_state
[2026-02-12 03:00:28] StateChange: fuzzpet pos_y 2 | Trigger: piece_manager_set_state
[2026-02-12 03:00:28] StateChange: fuzzpet hunger 3 | Trigger: piece_manager_set_state
[2026-02-12 03:00:29] InputReceived: key_code=115 | Source: keyboard_input_service
[2026-02-12 03:00:29] StateChange: fuzzpet pos_x 6 | Trigger: piece_manager_set_state
[2026-02-12 03:00:29] StateChange: fuzzpet pos_y 3 | Trigger: piece_manager_set_state
[2026-02-12 03:00:29] StateChange: fuzzpet hunger 4 | Trigger: piece_manager_set_state
[2026-02-12 03:00:30] InputReceived: key_code=119 | Source: keyboard_input_service
[2026-02-12 03:00:30] StateChange: fuzzpet pos_x 6 | Trigger: piece_manager_set_state
[2026-02-12 03:00:30] StateChange: fuzzpet pos_y 2 | Trigger: piece_manager_set_state
[2026-02-12 03:00:30] StateChange: fuzzpet hunger 5 | Trigger: piece_manager_set_state
[2026-02-12 03:00:31] InputReceived: key_code=100 | Source: keyboard_input_service
[2026-02-12 03:00:31] StateChange: fuzzpet pos_x 7 | Trigger: piece_manager_set_state
[2026-02-12 03:00:31] StateChange: fuzzpet pos_y 2 | Trigger: piece_manager_set_state
[2026-02-12 03:00:31] StateChange: fuzzpet hunger 6 | Trigger: piece_manager_set_state
[2026-02-12 03:00:32] InputReceived: key_code=100 | Source: keyboard_input_service
[2026-02-12 03:00:32] StateChange: fuzzpet pos_x 8 | Trigger: piece_manager_set_state
[2026-02-12 03:00:32] StateChange: fuzzpet pos_y 2 | Trigger: piece_manager_set_state
[2026-02-12 03:00:32] StateChange: fuzzpet hunger 7 | Trigger: piece_manager_set_state
[2026-02-12 03:00:32] InputReceived: key_code=100 | Source: keyboard_input_service
[2026-02-12 03:00:32] StateChange: fuzzpet pos_x 9 | Trigger: piece_manager_set_state
[2026-02-12 03:00:32] StateChange: fuzzpet pos_y 2 | Trigger: piece_manager_set_state
[2026-02-12 03:00:32] StateChange: fuzzpet hunger 8 | Trigger: piece_manager_set_state
[2026-02-14 22:25:21] StateChange: fuzzpet hunger 9 | Trigger: piece_manager_set_state
[2026-02-14 22:25:23] InputReceived: key_code=100 | Source: keyboard_input_service
[2026-02-14 22:25:23] StateChange: fuzzpet pos_x 9 | Trigger: piece_manager_set_state
[2026-02-14 22:25:23] StateChange: fuzzpet pos_y 3 | Trigger: piece_manager_set_state
[2026-02-14 22:25:23] StateChange: fuzzpet hunger 10 | Trigger: piece_manager_set_state
[2026-02-14 22:25:30] InputReceived: key_code=49 | Source: keyboard_input_service
[2026-02-14 22:25:30] StateChange: fuzzpet hunger 0 | Trigger: piece_manager_set_state
[2026-02-14 22:25:30] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-14 22:25:30] EventFire: fed on fuzzpet | Trigger: feed_action
[2026-02-14 22:25:34] InputReceived: key_code=49 | Source: keyboard_input_service
[2026-02-14 22:25:34] StateChange: fuzzpet hunger 0 | Trigger: piece_manager_set_state
[2026-02-14 22:25:34] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-14 22:25:34] EventFire: fed on fuzzpet | Trigger: feed_action
[2026-02-14 22:25:44] InputReceived: key_code=49 | Source: keyboard_input_service
[2026-02-14 22:25:44] StateChange: fuzzpet hunger 0 | Trigger: piece_manager_set_state
[2026-02-14 22:25:44] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-14 22:25:44] EventFire: fed on fuzzpet | Trigger: feed_action
[2026-02-14 22:25:45] InputReceived: key_code=50 | Source: keyboard_input_service
[2026-02-14 22:25:45] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-14 22:25:45] StateChange: fuzzpet energy 0 | Trigger: piece_manager_set_state
[2026-02-14 22:25:45] EventFire: played on fuzzpet | Trigger: play_action
[2026-02-14 22:25:53] InputReceived: key_code=100 | Source: keyboard_input_service
[2026-02-14 22:25:53] StateChange: fuzzpet pos_x 10 | Trigger: piece_manager_set_state
[2026-02-14 22:25:53] StateChange: fuzzpet pos_y 3 | Trigger: piece_manager_set_state
[2026-02-14 22:25:53] StateChange: fuzzpet hunger 1 | Trigger: piece_manager_set_state
[2026-02-14 22:25:54] InputReceived: key_code=50 | Source: keyboard_input_service
[2026-02-14 22:25:54] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-14 22:25:54] StateChange: fuzzpet energy 0 | Trigger: piece_manager_set_state
[2026-02-14 22:25:54] EventFire: played on fuzzpet | Trigger: play_action
[2026-02-14 22:25:54] InputReceived: key_code=51 | Source: keyboard_input_service
[2026-02-14 22:25:54] StateChange: fuzzpet energy 20 | Trigger: piece_manager_set_state
[2026-02-14 22:25:54] EventFire: slept on fuzzpet | Trigger: sleep_action
[2026-02-14 22:25:55] InputReceived: key_code=50 | Source: keyboard_input_service
[2026-02-14 22:25:55] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-14 22:25:55] StateChange: fuzzpet energy 0 | Trigger: piece_manager_set_state
[2026-02-14 22:25:55] EventFire: played on fuzzpet | Trigger: play_action
[2026-02-14 22:25:55] InputReceived: key_code=51 | Source: keyboard_input_service
[2026-02-14 22:25:55] StateChange: fuzzpet energy 20 | Trigger: piece_manager_set_state
[2026-02-14 22:25:55] EventFire: slept on fuzzpet | Trigger: sleep_action
[2026-02-14 22:25:55] InputReceived: key_code=51 | Source: keyboard_input_service
[2026-02-14 22:25:55] StateChange: fuzzpet energy 40 | Trigger: piece_manager_set_state
[2026-02-14 22:25:55] EventFire: slept on fuzzpet | Trigger: sleep_action
[2026-02-14 22:25:55] InputReceived: key_code=52 | Source: keyboard_input_service
[2026-02-14 22:25:55] StateChange: fuzzpet energy 39 | Trigger: piece_manager_set_state
[2026-02-14 22:25:55] StateChange: fuzzpet hunger 2 | Trigger: piece_manager_set_state
[2026-02-14 22:26:15] InputReceived: key_code=102 | Source: keyboard_input_service
[2026-02-14 22:26:15] StateChange: keyboard last_key_logged f | Trigger: piece_manager_set_state
[2026-02-14 22:26:15] EventFire: command_received on fuzzpet | Trigger: user_input
[2026-02-14 22:26:16] InputReceived: key_code=101 | Source: keyboard_input_service
[2026-02-14 22:26:16] StateChange: keyboard last_key_logged e | Trigger: piece_manager_set_state
[2026-02-14 22:26:16] EventFire: command_received on fuzzpet | Trigger: user_input
[2026-02-14 22:26:16] InputReceived: key_code=101 | Source: keyboard_input_service
[2026-02-14 22:26:16] StateChange: keyboard last_key_logged e | Trigger: piece_manager_set_state
[2026-02-14 22:26:16] EventFire: command_received on fuzzpet | Trigger: user_input
[2026-02-14 22:26:16] InputReceived: key_code=100 | Source: keyboard_input_service
[2026-02-14 22:26:16] StateChange: fuzzpet pos_x 11 | Trigger: piece_manager_set_state
[2026-02-14 22:26:16] StateChange: fuzzpet pos_y 3 | Trigger: piece_manager_set_state
[2026-02-14 22:26:16] StateChange: fuzzpet energy 38 | Trigger: piece_manager_set_state
[2026-02-14 22:26:16] StateChange: fuzzpet hunger 3 | Trigger: piece_manager_set_state
[2026-02-14 22:26:18] InputReceived: key_code=100 | Source: keyboard_input_service
[2026-02-14 22:26:18] StateChange: fuzzpet pos_x 12 | Trigger: piece_manager_set_state
[2026-02-14 22:26:18] StateChange: fuzzpet pos_y 3 | Trigger: piece_manager_set_state
[2026-02-14 22:26:18] StateChange: fuzzpet energy 37 | Trigger: piece_manager_set_state
[2026-02-14 22:26:18] StateChange: fuzzpet hunger 4 | Trigger: piece_manager_set_state
[2026-02-14 22:26:24] InputReceived: key_code=49 | Source: keyboard_input_service
[2026-02-14 22:26:24] StateChange: fuzzpet hunger 0 | Trigger: piece_manager_set_state
[2026-02-14 22:26:24] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-14 22:26:24] EventFire: fed on fuzzpet | Trigger: feed_action
[2026-02-14 22:26:24] InputReceived: key_code=50 | Source: keyboard_input_service
[2026-02-14 22:26:24] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-14 22:26:24] StateChange: fuzzpet energy 17 | Trigger: piece_manager_set_state
[2026-02-14 22:26:24] EventFire: played on fuzzpet | Trigger: play_action
[2026-02-14 22:26:24] InputReceived: key_code=51 | Source: keyboard_input_service
[2026-02-14 22:26:24] StateChange: fuzzpet energy 37 | Trigger: piece_manager_set_state
[2026-02-14 22:26:24] EventFire: slept on fuzzpet | Trigger: sleep_action
[2026-02-14 22:26:25] InputReceived: key_code=52 | Source: keyboard_input_service
[2026-02-14 22:26:25] StateChange: fuzzpet energy 36 | Trigger: piece_manager_set_state
[2026-02-14 22:26:25] StateChange: fuzzpet hunger 1 | Trigger: piece_manager_set_state
[2026-02-14 22:26:25] InputReceived: key_code=53 | Source: keyboard_input_service
[2026-02-14 22:26:25] StateChange: fuzzpet level 2 | Trigger: piece_manager_set_state
[2026-02-14 22:26:25] EventFire: evolved on fuzzpet | Trigger: evolve_action
[2026-02-14 22:26:25] InputReceived: key_code=53 | Source: keyboard_input_service
[2026-02-14 22:26:25] StateChange: fuzzpet level 3 | Trigger: piece_manager_set_state
[2026-02-14 22:26:25] EventFire: evolved on fuzzpet | Trigger: evolve_action
[2026-02-14 22:26:26] InputReceived: key_code=52 | Source: keyboard_input_service
[2026-02-14 22:26:26] StateChange: fuzzpet energy 35 | Trigger: piece_manager_set_state
[2026-02-14 22:26:26] StateChange: fuzzpet hunger 2 | Trigger: piece_manager_set_state
[2026-02-14 22:26:26] InputReceived: key_code=51 | Source: keyboard_input_service
[2026-02-14 22:26:26] StateChange: fuzzpet energy 55 | Trigger: piece_manager_set_state
[2026-02-14 22:26:26] EventFire: slept on fuzzpet | Trigger: sleep_action
[2026-02-14 22:26:26] InputReceived: key_code=50 | Source: keyboard_input_service
[2026-02-14 22:26:26] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-14 22:26:26] StateChange: fuzzpet energy 35 | Trigger: piece_manager_set_state
[2026-02-14 22:26:26] EventFire: played on fuzzpet | Trigger: play_action
[2026-02-14 22:26:27] InputReceived: key_code=49 | Source: keyboard_input_service
[2026-02-14 22:26:27] StateChange: fuzzpet hunger 0 | Trigger: piece_manager_set_state
[2026-02-14 22:26:27] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-14 22:26:27] EventFire: fed on fuzzpet | Trigger: feed_action
[2026-02-14 22:26:27] InputReceived: key_code=50 | Source: keyboard_input_service
[2026-02-14 22:26:27] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-14 22:26:27] StateChange: fuzzpet energy 15 | Trigger: piece_manager_set_state
[2026-02-14 22:26:27] EventFire: played on fuzzpet | Trigger: play_action
[2026-02-14 22:26:27] InputReceived: key_code=51 | Source: keyboard_input_service
[2026-02-14 22:26:27] StateChange: fuzzpet energy 35 | Trigger: piece_manager_set_state
[2026-02-14 22:26:27] EventFire: slept on fuzzpet | Trigger: sleep_action
[2026-02-14 22:26:27] InputReceived: key_code=49 | Source: keyboard_input_service
[2026-02-14 22:26:27] StateChange: fuzzpet hunger 0 | Trigger: piece_manager_set_state
[2026-02-14 22:26:27] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-14 22:26:27] EventFire: fed on fuzzpet | Trigger: feed_action
[2026-02-14 22:26:27] InputReceived: key_code=50 | Source: keyboard_input_service
[2026-02-14 22:26:27] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-14 22:26:27] StateChange: fuzzpet energy 15 | Trigger: piece_manager_set_state
[2026-02-14 22:26:27] EventFire: played on fuzzpet | Trigger: play_action
[2026-02-14 22:26:28] InputReceived: key_code=52 | Source: keyboard_input_service
[2026-02-14 22:26:28] StateChange: fuzzpet energy 14 | Trigger: piece_manager_set_state
[2026-02-14 22:26:28] StateChange: fuzzpet hunger 1 | Trigger: piece_manager_set_state
[2026-02-14 22:26:35] InputReceived: key_code=49 | Source: keyboard_input_service
[2026-02-14 22:26:35] StateChange: fuzzpet hunger 0 | Trigger: piece_manager_set_state
[2026-02-14 22:26:35] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-14 22:26:35] EventFire: fed on fuzzpet | Trigger: feed_action
[2026-02-14 22:26:35] InputReceived: key_code=49 | Source: keyboard_input_service
[2026-02-14 22:26:35] StateChange: fuzzpet hunger 0 | Trigger: piece_manager_set_state
[2026-02-14 22:26:35] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-14 22:26:35] EventFire: fed on fuzzpet | Trigger: feed_action
[2026-02-14 22:26:37] InputReceived: key_code=49 | Source: keyboard_input_service
[2026-02-14 22:26:37] StateChange: fuzzpet hunger 0 | Trigger: piece_manager_set_state
[2026-02-14 22:26:37] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-14 22:26:37] EventFire: fed on fuzzpet | Trigger: feed_action
[2026-02-14 22:33:10] StateChange: fuzzpet energy 13 | Trigger: piece_manager_set_state
[2026-02-14 22:33:10] StateChange: fuzzpet hunger 1 | Trigger: piece_manager_set_state
[2026-02-14 22:33:11] InputReceived: key_code=50 | Source: keyboard_input_service
[2026-02-14 22:33:11] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-14 22:33:11] StateChange: fuzzpet energy 0 | Trigger: piece_manager_set_state
[2026-02-14 22:33:11] EventFire: played on fuzzpet | Trigger: play_action
[2026-02-14 22:33:11] StateChange: fuzzpet hunger 2 | Trigger: piece_manager_set_state
[2026-02-14 22:33:12] InputReceived: key_code=50 | Source: keyboard_input_service
[2026-02-14 22:33:12] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-14 22:33:12] StateChange: fuzzpet energy 0 | Trigger: piece_manager_set_state
[2026-02-14 22:33:12] EventFire: played on fuzzpet | Trigger: play_action
[2026-02-14 22:33:12] StateChange: fuzzpet hunger 3 | Trigger: piece_manager_set_state
[2026-02-14 22:33:13] InputReceived: key_code=51 | Source: keyboard_input_service
[2026-02-14 22:33:13] StateChange: fuzzpet energy 20 | Trigger: piece_manager_set_state
[2026-02-14 22:33:13] EventFire: slept on fuzzpet | Trigger: sleep_action
[2026-02-14 22:33:13] StateChange: fuzzpet energy 19 | Trigger: piece_manager_set_state
[2026-02-14 22:33:13] StateChange: fuzzpet hunger 4 | Trigger: piece_manager_set_state
[2026-02-14 23:06:36] StateChange: fuzzpet energy 18 | Trigger: piece_manager_set_state
[2026-02-14 23:06:36] StateChange: fuzzpet hunger 5 | Trigger: piece_manager_set_state
[2026-02-14 23:06:38] InputReceived: key_code=100 | Source: keyboard_input_service
[2026-02-14 23:06:38] StateChange: fuzzpet pos_x 9 | Trigger: piece_manager_set_state
[2026-02-14 23:06:38] StateChange: fuzzpet pos_y 3 | Trigger: piece_manager_set_state
[2026-02-14 23:06:38] StateChange: fuzzpet energy 17 | Trigger: piece_manager_set_state
[2026-02-14 23:06:38] StateChange: fuzzpet hunger 6 | Trigger: piece_manager_set_state
[2026-02-14 23:06:39] InputReceived: key_code=49 | Source: keyboard_input_service
[2026-02-14 23:06:39] StateChange: fuzzpet hunger 0 | Trigger: piece_manager_set_state
[2026-02-14 23:06:39] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-14 23:06:39] EventFire: fed on fuzzpet | Trigger: feed_action
[2026-02-14 23:06:39] ResponseRequest: fed on fuzzpet | Source: game_logic
[2026-02-14 23:06:39] StateChange: fuzzpet energy 16 | Trigger: piece_manager_set_state
[2026-02-14 23:06:39] StateChange: fuzzpet hunger 1 | Trigger: piece_manager_set_state
[2026-02-14 23:09:45] StateChange: fuzzpet energy 15 | Trigger: piece_manager_set_state
[2026-02-14 23:09:45] ResponseTriggered: : fed on fuzzpet | Source: game_logic
 | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:09:45] StateChange: fuzzpet hunger 2 | Trigger: piece_manager_set_state
[2026-02-14 23:09:46] InputReceived: key_code=49 | Source: keyboard_input_service
[2026-02-14 23:09:46] StateChange: fuzzpet hunger 0 | Trigger: piece_manager_set_state
[2026-02-14 23:09:46] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-14 23:09:46] EventFire: fed on fuzzpet | Trigger: feed_action
[2026-02-14 23:09:46] ResponseRequest: fed on fuzzpet | Source: game_logic
[2026-02-14 23:09:46] StateChange: fuzzpet energy 14 | Trigger: piece_manager_set_state
[2026-02-14 23:09:46] StateChange: fuzzpet hunger 1 | Trigger: piece_manager_set_state
[2026-02-14 23:09:46] ResponseTriggered: : fed on fuzzpet | Source: game_logic
 | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:09:48] InputReceived: key_code=50 | Source: keyboard_input_service
[2026-02-14 23:09:48] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-14 23:09:48] StateChange: fuzzpet energy 0 | Trigger: piece_manager_set_state
[2026-02-14 23:09:48] EventFire: played on fuzzpet | Trigger: play_action
[2026-02-14 23:09:48] ResponseRequest: played on fuzzpet | Source: game_logic
[2026-02-14 23:09:48] StateChange: fuzzpet hunger 2 | Trigger: piece_manager_set_state
[2026-02-14 23:09:48] ResponseTriggered: : played on fuzzpet | Source: game_logic
 | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:11:47] ResponseTriggered: : fed on fuzzpet | Source: game_logic
 | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:11:47] ResponseTriggered: : fed on fuzzpet | Source: game_logic
 | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:11:47] StateChange: fuzzpet hunger 3 | Trigger: piece_manager_set_state
[2026-02-14 23:11:47] ResponseTriggered: : played on fuzzpet | Source: game_logic
 | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:11:48] InputReceived: key_code=49 | Source: keyboard_input_service
[2026-02-14 23:11:48] StateChange: fuzzpet hunger 0 | Trigger: piece_manager_set_state
[2026-02-14 23:11:48] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-14 23:11:48] EventFire: fed on fuzzpet | Trigger: feed_action
[2026-02-14 23:11:48] ResponseRequest: fed on fuzzpet | Source: game_logic
[2026-02-14 23:11:48] StateChange: fuzzpet hunger 1 | Trigger: piece_manager_set_state
[2026-02-14 23:11:48] ResponseTriggered: : fed on fuzzpet | Source: game_logic
 | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:11:50] InputReceived: key_code=50 | Source: keyboard_input_service
[2026-02-14 23:11:50] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-14 23:11:50] StateChange: fuzzpet energy 0 | Trigger: piece_manager_set_state
[2026-02-14 23:11:50] EventFire: played on fuzzpet | Trigger: play_action
[2026-02-14 23:11:50] ResponseRequest: played on fuzzpet | Source: game_logic
[2026-02-14 23:11:50] StateChange: fuzzpet hunger 2 | Trigger: piece_manager_set_state
[2026-02-14 23:11:50] ResponseTriggered: : played on fuzzpet | Source: game_logic
 | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:11:50] InputReceived: key_code=51 | Source: keyboard_input_service
[2026-02-14 23:11:51] StateChange: fuzzpet energy 20 | Trigger: piece_manager_set_state
[2026-02-14 23:11:51] EventFire: slept on fuzzpet | Trigger: sleep_action
[2026-02-14 23:11:51] ResponseRequest: slept on fuzzpet | Source: game_logic
[2026-02-14 23:11:51] StateChange: fuzzpet energy 19 | Trigger: piece_manager_set_state
[2026-02-14 23:11:51] StateChange: fuzzpet hunger 3 | Trigger: piece_manager_set_state
[2026-02-14 23:11:51] ResponseTriggered: : slept on fuzzpet | Source: game_logic
 | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:11:51] InputReceived: key_code=52 | Source: keyboard_input_service
[2026-02-14 23:11:51] StateChange: fuzzpet energy 18 | Trigger: piece_manager_set_state
[2026-02-14 23:11:51] StateChange: fuzzpet hunger 4 | Trigger: piece_manager_set_state
[2026-02-14 23:14:44] StateChange: fuzzpet energy 17 | Trigger: piece_manager_set_state
[2026-02-14 23:14:44] ResponseTriggered: : fed on fuzzpet | Source: game_logic
 | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:14:44] ResponseTriggered: : fed on fuzzpet | Source: game_logic
 | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:14:44] StateChange: fuzzpet hunger 5 | Trigger: piece_manager_set_state
[2026-02-14 23:14:44] ResponseTriggered: : played on fuzzpet | Source: game_logic
 | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:14:44] ResponseTriggered: : fed on fuzzpet | Source: game_logic
 | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:14:44] ResponseTriggered: : played on fuzzpet | Source: game_logic
 | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:14:44] ResponseTriggered: : slept on fuzzpet | Source: game_logic
 | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:14:46] InputReceived: key_code=49 | Source: keyboard_input_service
[2026-02-14 23:14:46] StateChange: fuzzpet hunger 0 | Trigger: piece_manager_set_state
[2026-02-14 23:14:46] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-14 23:14:46] EventFire: fed on fuzzpet | Trigger: feed_action
[2026-02-14 23:14:46] ResponseRequest: fed on fuzzpet | Source: game_logic
[2026-02-14 23:14:46] StateChange: fuzzpet energy 16 | Trigger: piece_manager_set_state
[2026-02-14 23:14:46] StateChange: fuzzpet hunger 1 | Trigger: piece_manager_set_state
[2026-02-14 23:14:46] ResponseTriggered: : fed on fuzzpet | Source: game_logic
 | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:14:49] InputReceived: key_code=50 | Source: keyboard_input_service
[2026-02-14 23:14:49] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-14 23:14:49] StateChange: fuzzpet energy 0 | Trigger: piece_manager_set_state
[2026-02-14 23:14:49] EventFire: played on fuzzpet | Trigger: play_action
[2026-02-14 23:14:49] ResponseRequest: played on fuzzpet | Source: game_logic
[2026-02-14 23:14:49] StateChange: fuzzpet hunger 2 | Trigger: piece_manager_set_state
[2026-02-14 23:14:49] ResponseTriggered: : played on fuzzpet | Source: game_logic
 | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:16:09] ResponseTriggered: : fed on fuzzpet | Source: game_logic
 | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:16:09] ResponseTriggered: : fed on fuzzpet | Source: game_logic
 | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:16:09] ResponseTriggered: : played on fuzzpet | Source: game_logic
 | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:16:09] StateChange: fuzzpet hunger 3 | Trigger: piece_manager_set_state
[2026-02-14 23:16:09] ResponseTriggered: : fed on fuzzpet | Source: game_logic
 | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:16:09] ResponseTriggered: : played on fuzzpet | Source: game_logic
 | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:16:09] ResponseTriggered: : slept on fuzzpet | Source: game_logic
 | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:16:09] ResponseTriggered: : fed on fuzzpet | Source: game_logic
 | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:16:09] ResponseTriggered: : played on fuzzpet | Source: game_logic
 | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:16:11] InputReceived: key_code=50 | Source: keyboard_input_service
[2026-02-14 23:16:11] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
[2026-02-14 23:16:11] StateChange: fuzzpet energy 0 | Trigger: piece_manager_set_state
[2026-02-14 23:16:11] EventFire: played on fuzzpet | Trigger: play_action
[2026-02-14 23:16:11] ResponseRequest: played on fuzzpet | Source: game_logic
[2026-02-14 23:16:11] StateChange: fuzzpet hunger 4 | Trigger: piece_manager_set_state
[2026-02-14 23:16:11] ResponseTriggered: : played on fuzzpet | Source: game_logic
 | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:19:17] ResponseTriggered: : fed on fuzzpet | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:19:17] ResponseTriggered: : fed on fuzzpet | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:19:17] ResponseTriggered: : played on fuzzpet | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:19:17] StateChange: fuzzpet hunger 5 | Trigger: piece_manager_set_state
[2026-02-14 23:19:17] ResponseTriggered: : fed on fuzzpet | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:19:17] ResponseTriggered: : played on fuzzpet | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:19:17] ResponseTriggered: : slept on fuzzpet | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:19:17] ResponseTriggered: : fed on fuzzpet | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:19:17] ResponseTriggered: : played on fuzzpet | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:19:17] ResponseTriggered: : played on fuzzpet | Message: *confused tilt* ...huh? | Source: response_handler
[2026-02-14 23:19:18] InputReceived: key_code=49 | Source: keyboard_input_service
[2026-02-14 23:19:18] StateChange: fuzzpet hunger 0 | Trigger: piece_manager_set_state
[2026-02-14 23:19:18] StateChange: fuzzpet happiness 100 | Trigger: piece_manager_set_state
